商品ID,日付,販売個数
39,2012-05,1513
39,2012-06,1598
39,2012-07,1043
39,2012-08,1006
39,2012-09,1223
39,2012-10,1274
39,2012-11,1221
39,2012-12,1187
39,2013-01,1131
39,2013-02,1232
39,2013-03,1253
39,2013-04,976
39,2013-05,971
39,2013-06,1209
39,2013-07,1171
39,2013-08,1792
39,2013-09,933
39,2013-10,958
39,2013-11,892
39,2013-12,811
39,2014-01,711
39,2014-02,690
39,2014-03,764
39,2014-04,1077
39,2014-05,704
39,2014-06,786
39,2014-07,829
39,2014-08,1314
39,2014-09,1290
39,2014-10,806
39,2014-11,807
39,2014-12,1396
39,2015-01,700
39,2015-02,1305
39,2015-03,1200
39,2015-04,782
39,2015-05,722
39,2015-06,1272
39,2015-07,828
39,2015-08,791
39,2015-09,850
39,2015-10,855
39,2015-11,1199
39,2015-12,1348
39,2016-01,835
39,2016-02,1350
39,2016-03,822
39,2016-04,819
39,2016-05,691
39,2016-06,1523
39,2016-07,840
39,2016-08,726
39,2016-09,804
39,2016-10,835
39,2016-11,758
39,2016-12,1446
39,2017-01,710
39,2017-02,1355
39,2017-03,1197
39,2017-04,762
39,2017-05,692
39,2017-06,752
39,2017-07,758
39,2017-08,1258
39,2017-09,1166
39,2017-10,744
39,2017-11,746
39,2017-12,1482
39,2018-01,703
39,2018-02,714
39,2018-03,810
39,2018-04,797
39,2018-05,748
39,2018-06,807
39,2018-07,753
39,2018-08,739
39,2018-09,737
39,2018-10,1178
39,2018-11,756
39,2018-12,1310
39,2019-01,710
39,2019-02,709
39,2019-03,791
39,2019-04,786
39,2019-05,724
39,2019-06,788
39,2019-07,1258
39,2019-08,661
39,2019-09,1341
39,2019-10,728
40,2010-08,80
40,2010-09,88
40,2010-10,93
40,2010-11,156
40,2010-12,173
40,2011-01,136
40,2011-02,168
40,2011-03,90
40,2011-04,94
40,2011-05,188
40,2011-06,98
40,2011-07,106
40,2011-08,108
40,2011-09,109
40,2011-10,107
40,2011-11,106
40,2011-12,284
40,2012-01,214
40,2012-02,96
40,2012-03,95
40,2012-04,115
40,2012-05,100
40,2012-06,201
40,2012-07,102
40,2012-08,118
40,2012-09,117
40,2012-10,115
40,2012-11,101
40,2012-12,205
40,2013-01,88
40,2013-02,95
40,2013-03,106
40,2013-04,103
40,2013-05,106
40,2013-06,191
40,2013-07,117
40,2013-08,304
40,2013-09,285
40,2013-10,140
40,2013-11,135
40,2013-12,337
40,2014-01,107
40,2014-02,192
40,2014-03,105
40,2014-04,103
40,2014-05,118
40,2014-06,104
40,2014-07,113
40,2014-08,111
40,2014-09,129
40,2014-10,120
40,2014-11,105
40,2014-12,305
40,2015-01,103
40,2015-02,206
40,2015-03,132
40,2015-04,140
40,2015-05,312
40,2015-06,162
40,2015-07,179
40,2015-08,298
40,2015-09,191
40,2015-10,203
40,2015-11,162
40,2015-12,374
40,2016-01,303
40,2016-02,148
40,2016-03,179
40,2016-04,222
40,2016-05,325
40,2016-06,214
40,2016-07,227
40,2016-08,219
40,2016-09,441
40,2016-10,520
40,2016-11,224
40,2016-12,435
40,2017-01,179
40,2017-02,183
40,2017-03,200
40,2017-04,390
40,2017-05,192
40,2017-06,221
40,2017-07,489
40,2017-08,415
40,2017-09,245
40,2017-10,243
40,2017-11,209
40,2017-12,624
40,2018-01,382
40,2018-02,184
40,2018-03,195
40,2018-04,203
40,2018-05,179
40,2018-06,198
40,2018-07,371
40,2018-08,223
40,2018-09,224
40,2018-10,220
40,2018-11,216
40,2018-12,559
40,2019-01,187
40,2019-02,163
40,2019-03,222
40,2019-04,218
40,2019-05,202
40,2019-06,219
40,2019-07,223
40,2019-08,226
40,2019-09,393
40,2019-10,234
41,2010-01,7182
41,2010-02,6525
41,2010-03,7931
41,2010-04,5154
41,2010-05,8631
41,2010-06,7055
41,2010-07,13047
41,2010-08,7311
41,2010-09,16857
41,2010-10,12178
41,2010-11,6209
41,2010-12,15296
41,2011-01,6960
41,2011-02,7509
41,2011-03,8786
41,2011-04,7964
41,2011-05,7738
41,2011-06,8116
41,2011-07,7918
41,2011-08,8126
41,2011-09,8033
41,2011-10,7280
41,2011-11,12808
41,2011-12,16690
41,2012-01,5428
41,2012-02,7001
41,2012-03,7401
41,2012-04,4150
41,2012-05,9909
41,2012-06,6245
41,2012-07,7162
41,2012-08,7299
41,2012-09,7458
41,2012-10,4518
41,2012-11,4161
41,2012-12,10671
41,2013-01,7028
41,2013-02,8595
41,2013-03,11299
41,2013-04,6797
41,2013-05,13433
41,2013-06,5783
41,2013-07,5483
41,2013-08,10250
41,2013-09,6234
41,2013-10,5211
41,2013-11,5384
41,2013-12,11588
41,2014-01,6649
41,2014-02,14914
41,2014-03,9494
41,2014-04,7589
41,2014-05,8458
41,2014-06,9316
41,2014-07,8661
41,2014-08,9208
41,2014-09,9686
41,2014-10,8956
41,2014-11,8365
41,2014-12,16384
41,2015-01,6670
41,2015-02,7673
41,2015-03,8463
41,2015-04,6141
41,2015-05,12270
41,2015-06,6466
41,2015-07,6413
41,2015-08,6017
41,2015-09,17567
41,2015-10,4535
41,2015-11,4062
41,2015-12,10258
41,2016-01,4865
41,2016-02,6891
41,2016-03,13003
41,2016-04,3628
41,2016-05,9272
41,2016-06,5618
41,2016-07,10954
41,2016-08,4357
41,2016-09,14438
41,2016-10,3810
41,2016-11,12295
41,2016-12,15607
41,2017-01,5832
41,2017-02,6274
41,2017-03,6279
41,2017-04,7928
41,2017-05,6068
41,2017-06,7125
41,2017-07,10744
41,2017-08,10998
41,2017-09,6338
41,2017-10,5144
41,2017-11,4912
41,2017-12,9524
41,2018-01,9561
41,2018-02,1845
41,2018-03,1340
41,2018-04,554
41,2018-05,1050
41,2018-06,1091
41,2018-07,1300
41,2018-08,1105
41,2018-09,1286
41,2018-10,2320
41,2018-11,2152
41,2018-12,2390
41,2019-01,1057
41,2019-02,1229
41,2019-03,1740
41,2019-04,649
41,2019-05,706
41,2019-06,1303
41,2019-07,889
41,2019-08,1156
41,2019-09,1478
41,2019-10,872
42,2010-01,550
42,2010-02,256
42,2010-03,321
42,2010-04,417
42,2010-05,440
42,2010-06,511
42,2010-07,517
42,2010-08,514
42,2010-09,526
42,2010-10,882
42,2010-11,480
42,2010-12,1032
42,2011-01,507
42,2011-02,829
42,2011-03,441
42,2011-04,916
42,2011-05,461
42,2011-06,459
42,2011-07,472
42,2011-08,478
42,2011-09,424
42,2011-10,353
42,2011-11,459
42,2011-12,1120
42,2012-01,446
42,2012-02,374
42,2012-03,915
42,2012-04,440
42,2012-05,412
42,2012-06,711
42,2012-07,365
42,2012-08,370
42,2012-09,367
42,2012-10,376
42,2012-11,367
42,2012-12,946
42,2013-01,456
42,2013-02,437
42,2013-03,700
42,2013-04,327
42,2013-05,725
42,2013-06,454
42,2013-07,475
42,2013-08,711
42,2013-09,591
42,2013-10,351
42,2013-11,352
42,2013-12,696
42,2014-01,535
42,2014-02,307
42,2014-03,351
42,2014-04,323
42,2014-05,344
42,2014-06,325
42,2014-07,337
42,2014-08,387
42,2014-09,413
42,2014-10,373
42,2014-11,393
42,2014-12,813
42,2015-01,350
42,2015-02,321
42,2015-03,328
42,2015-04,321
42,2015-05,362
42,2015-06,364
42,2015-07,721
42,2015-08,773
42,2015-09,384
42,2015-10,589
42,2015-11,359
42,2015-12,675
42,2016-01,337
42,2016-02,536
42,2016-03,530
42,2016-04,595
42,2016-05,352
42,2016-06,720
42,2016-07,417
42,2016-08,458
42,2016-09,847
42,2016-10,471
42,2016-11,395
42,2016-12,623
42,2017-01,388
42,2017-02,673
42,2017-03,400
42,2017-04,392
42,2017-05,359
42,2017-06,376
42,2017-07,716
42,2017-08,442
42,2017-09,436
42,2017-10,392
42,2017-11,385
42,2017-12,659
42,2018-01,597
42,2018-02,363
42,2018-03,404
42,2018-04,387
42,2018-05,407
42,2018-06,390
42,2018-07,432
42,2018-08,748
42,2018-09,433
42,2018-10,446
42,2018-11,672
42,2018-12,824
42,2019-01,395
42,2019-02,403
42,2019-03,420
42,2019-04,360
42,2019-05,405
42,2019-06,443
42,2019-07,417
42,2019-08,634
42,2019-09,734
42,2019-10,620
43,2010-01,2080
43,2010-02,1619
43,2010-03,1188
43,2010-04,4789
43,2010-05,2986
43,2010-06,4113
43,2010-07,10728
43,2010-08,5319
43,2010-09,5887
43,2010-10,9889
43,2010-11,10540
43,2010-12,11062
43,2011-01,4740
43,2011-02,4384
43,2011-03,5759
43,2011-04,5476
43,2011-05,5466
43,2011-06,5987
43,2011-07,11398
43,2011-08,5748
43,2011-09,5366
43,2011-10,9524
43,2011-11,4628
43,2011-12,11321
43,2012-01,7225
43,2012-02,3376
43,2012-03,4149
43,2012-04,1912
43,2012-05,4071
43,2012-06,2885
43,2012-07,3480
43,2012-08,3732
43,2012-09,3192
43,2012-10,5089
43,2012-11,4032
43,2012-12,3328
43,2013-01,1134
43,2013-02,4633
43,2013-03,2067
43,2013-04,2058
43,2013-05,2045
43,2013-06,4241
43,2013-07,1919
43,2013-08,1938
43,2013-09,2083
43,2013-10,2093
43,2013-11,1774
43,2013-12,4113
43,2014-01,4617
43,2014-02,1737
43,2014-03,1356
43,2014-04,1726
43,2014-05,1571
43,2014-06,1414
43,2014-07,1855
43,2014-08,1474
43,2014-09,1629
43,2014-10,1431
43,2014-11,1037
43,2014-12,3049
43,2015-01,1260
43,2015-02,1200
43,2015-03,3328
43,2015-04,1053
43,2015-05,1413
43,2015-06,1428
43,2015-07,1478
43,2015-08,1730
43,2015-09,1686
43,2015-10,1270
43,2015-11,1391
43,2015-12,2513
43,2016-01,1472
43,2016-02,1072
43,2016-03,1356
43,2016-04,1255
43,2016-05,1127
43,2016-06,1013
43,2016-07,1140
43,2016-08,2532
43,2016-09,1758
43,2016-10,1109
43,2016-11,1154
43,2016-12,3944
43,2017-01,2635
43,2017-02,862
43,2017-03,3256
43,2017-04,1353
43,2017-05,1550
43,2017-06,3389
43,2017-07,1466
43,2017-08,2476
43,2017-09,1803
43,2017-10,1159
43,2017-11,1320
43,2017-12,2721
43,2018-01,1112
43,2018-02,891
43,2018-03,2505
43,2018-04,2353
43,2018-05,1063
43,2018-06,1198
43,2018-07,1827
43,2018-08,1087
43,2018-09,921
43,2018-10,1977
43,2018-11,974
43,2018-12,2108
43,2019-01,1148
43,2019-02,1148
43,2019-03,1473
43,2019-04,1437
43,2019-05,1554
43,2019-06,1381
43,2019-07,1223
43,2019-08,1078
43,2019-09,985
43,2019-10,993
44,2010-01,5461
44,2010-02,5340
44,2010-03,5438
44,2010-04,8712
44,2010-05,5175
44,2010-06,5706
44,2010-07,9944
44,2010-08,5954
44,2010-09,9927
44,2010-10,9933
44,2010-11,6160
44,2010-12,12100
44,2011-01,6496
44,2011-02,6625
44,2011-03,8138
44,2011-04,5948
44,2011-05,5333
44,2011-06,7054
44,2011-07,10442
44,2011-08,5618
44,2011-09,7334
44,2011-10,9319
44,2011-11,8558
44,2011-12,9821
44,2012-01,4293
44,2012-02,9361
44,2012-03,4096
44,2012-04,5993
44,2012-05,6454
44,2012-06,5834
44,2012-07,6132
44,2012-08,5462
44,2012-09,5055
44,2012-10,6004
44,2012-11,3918
44,2012-12,6634
44,2013-01,3270
44,2013-02,4268
44,2013-03,4512
44,2013-04,4154
44,2013-05,4403
44,2013-06,4240
44,2013-07,6651
44,2013-08,3907
44,2013-09,5421
44,2013-10,3811
44,2013-11,4990
44,2013-12,4754
44,2014-01,2855
44,2014-02,2763
44,2014-03,4025
44,2014-04,3217
44,2014-05,5151
44,2014-06,3248
44,2014-07,3540
44,2014-08,2935
44,2014-09,7984
44,2014-10,2762
44,2014-11,2810
44,2014-12,4561
44,2015-01,2551
44,2015-02,2725
44,2015-03,2443
44,2015-04,4031
44,2015-05,2783
44,2015-06,3041
44,2015-07,2522
44,2015-08,2952
44,2015-09,3821
44,2015-10,3550
44,2015-11,2755
44,2015-12,4686
44,2016-01,2673
44,2016-02,2721
44,2016-03,4227
44,2016-04,2594
44,2016-05,2318
44,2016-06,2959
44,2016-07,3805
44,2016-08,3406
44,2016-09,2082
44,2016-10,1914
44,2016-11,1981
44,2016-12,3916
44,2017-01,2465
44,2017-02,4396
44,2017-03,1938
44,2017-04,1694
44,2017-05,3018
44,2017-06,2138
44,2017-07,2786
44,2017-08,2288
44,2017-09,4564
44,2017-10,1783
44,2017-11,2055
44,2017-12,2837
44,2018-01,1588
44,2018-02,1759
44,2018-03,1963
44,2018-04,1071
44,2018-05,911
44,2018-06,1755
44,2018-07,1880
44,2018-08,1628
44,2018-09,1550
44,2018-10,1410
44,2018-11,1343
44,2018-12,2607
44,2019-01,1286
44,2019-02,2148
44,2019-03,1611
44,2019-04,1472
44,2019-05,1392
44,2019-06,2742
44,2019-07,2280
44,2019-08,1403
44,2019-09,1548
44,2019-10,1560
45,2010-01,710
45,2010-02,813
45,2010-03,483
45,2010-04,334
45,2010-05,390
45,2010-06,346
45,2010-07,327
45,2010-08,356
45,2010-09,533
45,2010-10,266
45,2010-11,445
45,2010-12,1057
45,2011-01,452
45,2011-02,334
45,2011-03,650
45,2011-04,241
45,2011-05,294
45,2011-06,1180
45,2011-07,312
45,2011-08,218
45,2011-09,317
45,2011-10,308
45,2011-11,330
45,2011-12,653
45,2012-01,612
45,2012-02,374
45,2012-03,524
45,2012-04,297
45,2012-05,482
45,2012-06,296
45,2012-07,432
45,2012-08,396
45,2012-09,498
45,2012-10,289
45,2012-11,300
45,2012-12,838
45,2013-01,358
45,2013-02,488
45,2013-03,479
45,2013-04,288
45,2013-05,728
45,2013-06,644
45,2013-07,319
45,2013-08,268
45,2013-09,504
45,2013-10,516
45,2013-11,436
45,2013-12,495
45,2014-01,271
45,2014-02,446
45,2014-03,311
45,2014-04,414
45,2014-05,239
45,2014-06,512
45,2014-07,246
45,2014-08,469
45,2014-09,318
45,2014-10,277
45,2014-11,273
45,2014-12,545
45,2015-01,266
45,2015-02,366
45,2015-03,496
45,2015-04,335
45,2015-05,621
45,2015-06,336
45,2015-07,342
45,2015-08,592
45,2015-09,386
45,2015-10,407
45,2015-11,734
45,2015-12,773
45,2016-01,418
45,2016-02,486
45,2016-03,364
45,2016-04,379
45,2016-05,398
45,2016-06,915
45,2016-07,538
45,2016-08,452
45,2016-09,474
45,2016-10,376
45,2016-11,817
45,2016-12,765
45,2017-01,382
45,2017-02,708
45,2017-03,459
45,2017-04,371
45,2017-05,321
45,2017-06,516
45,2017-07,296
45,2017-08,614
45,2017-09,261
45,2017-10,226
45,2017-11,235
45,2017-12,356
45,2018-01,305
45,2018-02,224
45,2018-03,254
45,2018-04,276
45,2018-05,211
45,2018-06,680
45,2018-07,324
45,2018-08,329
45,2018-09,516
45,2018-10,290
45,2018-11,315
45,2018-12,686
45,2019-01,298
45,2019-02,332
45,2019-03,422
45,2019-04,308
45,2019-05,320
45,2019-06,320
45,2019-07,337
45,2019-08,580
45,2019-09,377
45,2019-10,381
46,2010-01,294
46,2010-02,296
46,2010-03,282
46,2010-04,327
46,2010-05,324
46,2010-06,404
46,2010-07,451
46,2010-08,401
46,2010-09,471
46,2010-10,492
46,2010-11,427
46,2010-12,775
46,2011-01,426
46,2011-02,413
46,2011-03,446
46,2011-04,662
46,2011-05,716
46,2011-06,461
46,2011-07,807
46,2011-08,390
46,2011-09,754
46,2011-10,648
46,2011-11,403
46,2011-12,705
46,2012-01,376
46,2012-02,398
46,2012-03,648
46,2012-04,348
46,2012-05,348
46,2012-06,623
46,2012-07,395
46,2012-08,373
46,2012-09,410
46,2012-10,734
46,2012-11,410
46,2012-12,726
46,2013-01,363
46,2013-02,410
46,2013-03,850
46,2013-04,395
46,2013-05,694
46,2013-06,698
46,2013-07,392
46,2013-08,362
46,2013-09,353
46,2013-10,580
46,2013-11,363
46,2013-12,628
46,2014-01,320
46,2014-02,497
46,2014-03,619
46,2014-04,314
46,2014-05,507
46,2014-06,339
46,2014-07,363
46,2014-08,594
46,2014-09,556
46,2014-10,689
46,2014-11,366
46,2014-12,681
46,2015-01,364
46,2015-02,367
46,2015-03,393
46,2015-04,403
46,2015-05,387
46,2015-06,389
46,2015-07,392
46,2015-08,328
46,2015-09,392
46,2015-10,406
46,2015-11,394
46,2015-12,725
46,2016-01,376
46,2016-02,583
46,2016-03,386
46,2016-04,373
46,2016-05,596
46,2016-06,389
46,2016-07,746
46,2016-08,343
46,2016-09,378
46,2016-10,379
46,2016-11,569
46,2016-12,632
46,2017-01,340
46,2017-02,349
46,2017-03,650
46,2017-04,340
46,2017-05,325
46,2017-06,383
46,2017-07,377
46,2017-08,563
46,2017-09,611
46,2017-10,705
46,2017-11,411
46,2017-12,728
46,2018-01,361
46,2018-02,589
46,2018-03,386
46,2018-04,361
46,2018-05,528
46,2018-06,398
46,2018-07,393
46,2018-08,352
46,2018-09,387
46,2018-10,391
46,2018-11,379
46,2018-12,675
46,2019-01,563
46,2019-02,364
46,2019-03,384
46,2019-04,381
46,2019-05,368
46,2019-06,391
46,2019-07,707
46,2019-08,364
46,2019-09,381
46,2019-10,419
47,2010-01,2012
47,2010-02,1129
47,2010-03,1527
47,2010-04,1854
47,2010-05,2055
47,2010-06,2353
47,2010-07,2638
47,2010-08,2274
47,2010-09,2416
47,2010-10,5316
47,2010-11,2705
47,2010-12,4386
47,2011-01,1860
47,2011-02,2106
47,2011-03,2187
47,2011-04,2328
47,2011-05,2439
47,2011-06,2786
47,2011-07,2752
47,2011-08,2224
47,2011-09,2640
47,2011-10,2732
47,2011-11,2701
47,2011-12,5645
47,2012-01,2343
47,2012-02,2266
47,2012-03,2164
47,2012-04,2599
47,2012-05,2481
47,2012-06,2432
47,2012-07,2474
47,2012-08,2358
47,2012-09,5610
47,2012-10,2489
47,2012-11,2552
47,2012-12,4736
47,2013-01,2488
47,2013-02,4346
47,2013-03,2586
47,2013-04,5002
47,2013-05,2335
47,2013-06,2415
47,2013-07,5533
47,2013-08,3173
47,2013-09,3373
47,2013-10,3635
47,2013-11,3105
47,2013-12,4072
47,2014-01,1314
47,2014-02,1189
47,2014-03,1252
47,2014-04,1361
47,2014-05,2474
47,2014-06,1455
47,2014-07,1645
47,2014-08,1731
47,2014-09,1836
47,2014-10,1944
47,2014-11,2783
47,2014-12,3075
47,2015-01,1299
47,2015-02,1909
47,2015-03,1275
47,2015-04,1558
47,2015-05,1408
47,2015-06,1545
47,2015-07,2627
47,2015-08,1490
47,2015-09,3813
47,2015-10,1769
47,2015-11,2826
47,2015-12,3524
47,2016-01,3434
47,2016-02,2366
47,2016-03,1350
47,2016-04,2586
47,2016-05,1327
47,2016-06,2568
47,2016-07,2394
47,2016-08,3548
47,2016-09,2565
47,2016-10,2706
47,2016-11,2766
47,2016-12,4410
47,2017-01,1825
47,2017-02,2828
47,2017-03,2092
47,2017-04,2161
47,2017-05,1841
47,2017-06,3536
47,2017-07,2156
47,2017-08,2174
47,2017-09,2568
47,2017-10,5378
47,2017-11,4516
47,2017-12,4524
47,2018-01,2324
47,2018-02,2093
47,2018-03,4478
47,2018-04,3797
47,2018-05,1929
47,2018-06,2189
47,2018-07,2134
47,2018-08,1948
47,2018-09,2201
47,2018-10,2325
47,2018-11,2051
47,2018-12,3862
47,2019-01,3818
47,2019-02,1896
47,2019-03,4058
47,2019-04,1872
47,2019-05,2018
47,2019-06,3621
47,2019-07,2009
47,2019-08,1767
47,2019-09,1755
47,2019-10,1747
48,2010-01,617
48,2010-02,1342
48,2010-03,857
48,2010-04,463
48,2010-05,910
48,2010-06,2133
48,2010-07,2631
48,2010-08,5482
48,2010-09,3784
48,2010-10,4300
48,2010-11,4514
48,2010-12,9860
48,2011-01,6915
48,2011-02,6609
48,2011-03,6751
48,2011-04,3351
48,2011-05,2370
48,2011-06,3324
48,2011-07,3405
48,2011-08,6874
48,2011-09,5011
48,2011-10,2597
48,2011-11,3164
48,2011-12,6933
48,2012-01,3046
48,2012-02,4193
48,2012-03,4786
48,2012-04,3283
48,2012-05,6382
48,2012-06,5614
48,2012-07,6131
48,2012-08,7524
48,2012-09,2984
48,2012-10,2764
48,2012-11,1860
48,2012-12,5310
48,2013-01,3074
48,2013-02,2430
48,2013-03,4764
48,2013-04,4746
48,2013-05,5191
48,2013-06,2711
48,2013-07,3468
48,2013-08,6288
48,2013-09,3255
48,2013-10,3115
48,2013-11,3106
48,2013-12,4106
48,2014-01,2777
48,2014-02,2927
48,2014-03,2912
48,2014-04,3058
48,2014-05,5249
48,2014-06,5027
48,2014-07,3084
48,2014-08,4670
48,2014-09,5468
48,2014-10,6078
48,2014-11,6343
48,2014-12,10150
48,2015-01,3000
48,2015-02,2496
48,2015-03,3118
48,2015-04,3059
48,2015-05,4006
48,2015-06,3540
48,2015-07,3999
48,2015-08,4062
48,2015-09,5827
48,2015-10,2927
48,2015-11,2807
48,2015-12,3634
48,2016-01,6326
48,2016-02,7710
48,2016-03,7087
48,2016-04,1089
48,2016-05,2505
48,2016-06,3383
48,2016-07,5472
48,2016-08,6503
48,2016-09,2275
48,2016-10,2435
48,2016-11,1961
48,2016-12,4126
48,2017-01,5197
48,2017-02,3134
48,2017-03,6459
48,2017-04,2464
48,2017-05,3193
48,2017-06,4424
48,2017-07,3394
48,2017-08,7496
48,2017-09,3115
48,2017-10,3469
48,2017-11,2711
48,2017-12,1502
48,2018-01,2285
48,2018-02,2318
48,2018-03,6479
48,2018-04,5159
48,2018-05,6316
48,2018-06,3233
48,2018-07,4423
48,2018-08,2599
48,2018-09,3432
48,2018-10,3673
48,2018-11,3385
48,2018-12,6948
48,2019-01,3061
48,2019-02,3927
48,2019-03,2683
48,2019-04,2540
48,2019-05,6324
48,2019-06,3460
48,2019-07,4507
48,2019-08,6735
48,2019-09,3144
48,2019-10,3266
49,2010-01,612
49,2010-02,1152
49,2010-03,678
49,2010-04,515
49,2010-05,317
49,2010-06,581
49,2010-07,399
49,2010-08,198
49,2010-09,263
49,2010-10,367
49,2010-11,417
49,2010-12,950
49,2011-01,475
49,2011-02,1230
49,2011-03,861
49,2011-04,671
49,2011-05,520
49,2011-06,560
49,2011-07,347
49,2011-08,239
49,2011-09,715
49,2011-10,479
49,2011-11,348
49,2011-12,1081
49,2012-01,516
49,2012-02,520
49,2012-03,434
49,2012-04,730
49,2012-05,423
49,2012-06,943
49,2012-07,528
49,2012-08,468
49,2012-09,963
49,2012-10,581
49,2012-11,548
49,2012-12,1429
49,2013-01,576
49,2013-02,736
49,2013-03,681
49,2013-04,726
49,2013-05,1398
49,2013-06,516
49,2013-07,524
49,2013-08,420
49,2013-09,436
49,2013-10,490
49,2013-11,530
49,2013-12,1481
49,2014-01,693
49,2014-02,595
49,2014-03,564
49,2014-04,492
49,2014-05,476
49,2014-06,511
49,2014-07,545
49,2014-08,1130
49,2014-09,583
49,2014-10,1029
49,2014-11,1130
49,2014-12,1306
49,2015-01,560
49,2015-02,565
49,2015-03,716
49,2015-04,562
49,2015-05,440
49,2015-06,490
49,2015-07,587
49,2015-08,376
49,2015-09,424
49,2015-10,626
49,2015-11,490
49,2015-12,1204
49,2016-01,518
49,2016-02,1167
49,2016-03,1239
49,2016-04,340
49,2016-05,358
49,2016-06,1204
49,2016-07,670
49,2016-08,457
49,2016-09,606
49,2016-10,601
49,2016-11,941
49,2016-12,1121
49,2017-01,940
49,2017-02,464
49,2017-03,580
49,2017-04,564
49,2017-05,442
49,2017-06,451
49,2017-07,944
49,2017-08,333
49,2017-09,1018
49,2017-10,513
49,2017-11,543
49,2017-12,1303
49,2018-01,946
49,2018-02,484
49,2018-03,966
49,2018-04,693
49,2018-05,340
49,2018-06,391
49,2018-07,385
49,2018-08,966
49,2018-09,574
49,2018-10,462
49,2018-11,458
49,2018-12,1027
49,2019-01,253
49,2019-02,350
49,2019-03,435
49,2019-04,954
49,2019-05,939
49,2019-06,525
49,2019-07,565
49,2019-08,1291
49,2019-09,535
49,2019-10,615
50,2010-01,374
50,2010-02,288
50,2010-03,562
50,2010-04,497
50,2010-05,333
50,2010-06,401
50,2010-07,372
50,2010-08,256
50,2010-09,354
50,2010-10,331
50,2010-11,591
50,2010-12,689
50,2011-01,560
50,2011-02,376
50,2011-03,423
50,2011-04,362
50,2011-05,440
50,2011-06,322
50,2011-07,583
50,2011-08,333
50,2011-09,405
50,2011-10,309
50,2011-11,677
50,2011-12,647
50,2012-01,331
50,2012-02,387
50,2012-03,651
50,2012-04,387
50,2012-05,258
50,2012-06,276
50,2012-07,248
50,2012-08,272
50,2012-09,306
50,2012-10,408
50,2012-11,265
50,2012-12,358
50,2013-01,212
50,2013-02,246
50,2013-03,355
50,2013-04,234
50,2013-05,238
50,2013-06,413
50,2013-07,219
50,2013-08,220
50,2013-09,302
50,2013-10,212
50,2013-11,230
50,2013-12,422
50,2014-01,213
50,2014-02,248
50,2014-03,293
50,2014-04,193
50,2014-05,307
50,2014-06,321
50,2014-07,204
50,2014-08,229
50,2014-09,300
50,2014-10,258
50,2014-11,232
50,2014-12,397
50,2015-01,205
50,2015-02,240
50,2015-03,308
50,2015-04,190
50,2015-05,174
50,2015-06,214
50,2015-07,318
50,2015-08,207
50,2015-09,358
50,2015-10,224
50,2015-11,232
50,2015-12,355
50,2016-01,164
50,2016-02,320
50,2016-03,283
50,2016-04,138
50,2016-05,110
50,2016-06,115
50,2016-07,183
50,2016-08,181
50,2016-09,197
50,2016-10,238
50,2016-11,317
50,2016-12,354
50,2017-01,157
50,2017-02,203
50,2017-03,260
50,2017-04,170
50,2017-05,163
50,2017-06,159
50,2017-07,224
50,2017-08,157
50,2017-09,218
50,2017-10,136
50,2017-11,265
50,2017-12,372
50,2018-01,176
50,2018-02,178
50,2018-03,275
50,2018-04,138
50,2018-05,132
50,2018-06,149
50,2018-07,133
50,2018-08,138
50,2018-09,175
50,2018-10,169
50,2018-11,148
50,2018-12,340
50,2019-01,223
50,2019-02,182
50,2019-03,245
50,2019-04,174
50,2019-05,126
50,2019-06,179
50,2019-07,204
50,2019-08,146
50,2019-09,212
50,2019-10,159
51,2010-01,176
51,2010-02,222
51,2010-03,129
51,2010-04,147
51,2010-05,167
51,2010-06,236
51,2010-07,358
51,2010-08,240
51,2010-09,278
51,2010-10,255
51,2010-11,256
51,2010-12,586
51,2011-01,305
51,2011-02,297
51,2011-03,337
51,2011-04,589
51,2011-05,760
51,2011-06,847
51,2011-07,840
51,2011-08,690
51,2011-09,615
51,2011-10,756
51,2011-11,579
51,2011-12,1306
51,2012-01,598
51,2012-02,598
51,2012-03,613
51,2012-04,663
51,2012-05,957
51,2012-06,734
51,2012-07,826
51,2012-08,700
51,2012-09,1032
51,2012-10,581
51,2012-11,958
51,2012-12,1122
51,2013-01,419
51,2013-02,476
51,2013-03,557
51,2013-04,587
51,2013-05,547
51,2013-06,599
51,2013-07,901
51,2013-08,444
51,2013-09,458
51,2013-10,881
51,2013-11,443
51,2013-12,831
51,2014-01,625
51,2014-02,385
51,2014-03,428
51,2014-04,762
51,2014-05,451
51,2014-06,493
51,2014-07,564
51,2014-08,433
51,2014-09,446
51,2014-10,380
51,2014-11,398
51,2014-12,1005
51,2015-01,397
51,2015-02,402
51,2015-03,464
51,2015-04,651
51,2015-05,761
51,2015-06,592
51,2015-07,583
51,2015-08,581
51,2015-09,573
51,2015-10,554
51,2015-11,776
51,2015-12,956
51,2016-01,467
51,2016-02,432
51,2016-03,444
51,2016-04,511
51,2016-05,381
51,2016-06,440
51,2016-07,633
51,2016-08,623
51,2016-09,440
51,2016-10,691
51,2016-11,574
51,2016-12,729
51,2017-01,475
51,2017-02,329
51,2017-03,382
51,2017-04,403
51,2017-05,341
51,2017-06,398
51,2017-07,422
51,2017-08,422
51,2017-09,642
51,2017-10,411
51,2017-11,427
51,2017-12,915
51,2018-01,329
51,2018-02,412
51,2018-03,456
51,2018-04,523
51,2018-05,486
51,2018-06,483
