商品ID,日付,割引率
40,2015-06,0
40,2015-07,0
40,2015-08,10
40,2015-09,0
40,2015-10,0
40,2015-11,0
40,2015-12,20
40,2016-01,10
40,2016-02,0
40,2016-03,0
40,2016-04,0
40,2016-05,10
40,2016-06,0
40,2016-07,0
40,2016-08,0
40,2016-09,10
40,2016-10,20
40,2016-11,0
40,2016-12,20
40,2017-01,0
40,2017-02,0
40,2017-03,0
40,2017-04,10
40,2017-05,0
40,2017-06,0
40,2017-07,20
40,2017-08,10
40,2017-09,0
40,2017-10,0
40,2017-11,0
40,2017-12,50
40,2018-01,20
40,2018-02,0
40,2018-03,0
40,2018-04,0
40,2018-05,0
40,2018-06,0
40,2018-07,10
40,2018-08,0
40,2018-09,0
40,2018-10,0
40,2018-11,0
40,2018-12,40
40,2019-01,0
40,2019-02,0
40,2019-03,0
40,2019-04,0
40,2019-05,0
40,2019-06,0
40,2019-07,0
40,2019-08,0
40,2019-09,10
40,2019-10,0
41,2010-01,0
41,2010-02,0
41,2010-03,0
41,2010-04,0
41,2010-05,10
41,2010-06,0
41,2010-07,10
41,2010-08,0
41,2010-09,20
41,2010-10,10
41,2010-11,0
41,2010-12,30
41,2011-01,0
41,2011-02,0
41,2011-03,0
41,2011-04,0
41,2011-05,0
41,2011-06,0
41,2011-07,0
41,2011-08,0
41,2011-09,0
41,2011-10,0
41,2011-11,10
41,2011-12,30
41,2012-01,0
41,2012-02,0
41,2012-03,0
41,2012-04,0
41,2012-05,20
41,2012-06,0
41,2012-07,0
41,2012-08,0
41,2012-09,0
41,2012-10,0
41,2012-11,0
41,2012-12,20
41,2013-01,0
41,2013-02,0
41,2013-03,0
41,2013-04,0
41,2013-05,20
41,2013-06,0
41,2013-07,0
41,2013-08,10
41,2013-09,0
41,2013-10,0
41,2013-11,0
41,2013-12,10
41,2014-01,0
41,2014-02,10
41,2014-03,0
41,2014-04,0
41,2014-05,0
41,2014-06,0
41,2014-07,0
41,2014-08,0
41,2014-09,0
41,2014-10,0
41,2014-11,0
41,2014-12,30
41,2015-01,0
41,2015-02,0
41,2015-03,0
41,2015-04,0
41,2015-05,20
41,2015-06,0
41,2015-07,0
41,2015-08,0
41,2015-09,20
41,2015-10,0
41,2015-11,0
41,2015-12,20
41,2016-01,0
41,2016-02,0
41,2016-03,10
41,2016-04,0
41,2016-05,10
41,2016-06,0
41,2016-07,10
41,2016-08,0
41,2016-09,20
41,2016-10,0
41,2016-11,30
41,2016-12,40
41,2017-01,0
41,2017-02,0
41,2017-03,0
41,2017-04,0
41,2017-05,0
41,2017-06,0
41,2017-07,10
41,2017-08,10
41,2017-09,0
41,2017-10,0
41,2017-11,0
41,2017-12,20
41,2018-01,20
41,2018-02,10
41,2018-03,0
41,2018-04,0
41,2018-05,0
41,2018-06,0
41,2018-07,0
41,2018-08,0
41,2018-09,0
41,2018-10,20
41,2018-11,20
41,2018-12,30
41,2019-01,0
41,2019-02,0
41,2019-03,0
41,2019-04,0
41,2019-05,0
41,2019-06,10
41,2019-07,0
41,2019-08,0
41,2019-09,0
41,2019-10,0
42,2010-01,20
42,2010-02,0
42,2010-03,0
42,2010-04,0
42,2010-05,0
42,2010-06,0
42,2010-07,0
42,2010-08,0
42,2010-09,0
42,2010-10,10
42,2010-11,0
42,2010-12,50
42,2011-01,0
42,2011-02,20
42,2011-03,0
42,2011-04,20
42,2011-05,0
42,2011-06,0
42,2011-07,0
42,2011-08,0
42,2011-09,0
42,2011-10,0
42,2011-11,0
42,2011-12,40
42,2012-01,0
42,2012-02,0
42,2012-03,20
42,2012-04,0
42,2012-05,0
42,2012-06,20
42,2012-07,0
42,2012-08,0
42,2012-09,0
42,2012-10,0
42,2012-11,0
42,2012-12,30
42,2013-01,0
42,2013-02,0
42,2013-03,20
42,2013-04,0
42,2013-05,10
42,2013-06,0
42,2013-07,0
42,2013-08,10
42,2013-09,10
42,2013-10,0
42,2013-11,0
42,2013-12,30
42,2014-01,20
42,2014-02,0
42,2014-03,0
42,2014-04,0
42,2014-05,0
42,2014-06,0
42,2014-07,0
42,2014-08,0
42,2014-09,0
42,2014-10,0
42,2014-11,0
42,2014-12,40
42,2015-01,0
42,2015-02,0
42,2015-03,0
42,2015-04,0
42,2015-05,0
42,2015-06,0
42,2015-07,20
42,2015-08,20
42,2015-09,0
42,2015-10,10
42,2015-11,0
42,2015-12,20
42,2016-01,0
42,2016-02,10
42,2016-03,10
42,2016-04,10
42,2016-05,0
42,2016-06,20
42,2016-07,0
42,2016-08,0
42,2016-09,20
42,2016-10,0
42,2016-11,0
42,2016-12,10
42,2017-01,0
42,2017-02,20
42,2017-03,0
42,2017-04,0
42,2017-05,0
42,2017-06,0
42,2017-07,20
42,2017-08,0
42,2017-09,0
42,2017-10,0
42,2017-11,0
42,2017-12,20
42,2018-01,10
42,2018-02,0
42,2018-03,0
42,2018-04,0
42,2018-05,0
42,2018-06,0
42,2018-07,0
42,2018-08,10
42,2018-09,0
42,2018-10,0
42,2018-11,10
42,2018-12,30
42,2019-01,0
42,2019-02,0
42,2019-03,0
42,2019-04,0
42,2019-05,0
42,2019-06,0
42,2019-07,0
42,2019-08,10
42,2019-09,20
42,2019-10,10
43,2010-01,20
43,2010-02,20
43,2010-03,0
43,2010-04,10
43,2010-05,0
43,2010-06,0
43,2010-07,20
43,2010-08,0
43,2010-09,0
43,2010-10,10
43,2010-11,20
43,2010-12,20
43,2011-01,0
43,2011-02,0
43,2011-03,0
43,2011-04,0
43,2011-05,0
43,2011-06,0
43,2011-07,10
43,2011-08,0
43,2011-09,0
43,2011-10,20
43,2011-11,0
43,2011-12,40
43,2012-01,10
43,2012-02,0
43,2012-03,0
43,2012-04,0
43,2012-05,10
43,2012-06,0
43,2012-07,0
43,2012-08,0
43,2012-09,0
43,2012-10,10
43,2012-11,10
43,2012-12,20
43,2013-01,0
43,2013-02,10
43,2013-03,0
43,2013-04,0
43,2013-05,0
43,2013-06,20
43,2013-07,0
43,2013-08,0
43,2013-09,0
43,2013-10,0
43,2013-11,0
43,2013-12,10
43,2014-01,20
43,2014-02,0
43,2014-03,0
43,2014-04,0
43,2014-05,0
43,2014-06,0
43,2014-07,0
43,2014-08,0
43,2014-09,0
43,2014-10,0
43,2014-11,0
43,2014-12,50
43,2015-01,0
43,2015-02,0
43,2015-03,10
43,2015-04,0
43,2015-05,0
43,2015-06,0
43,2015-07,0
43,2015-08,0
43,2015-09,0
43,2015-10,0
43,2015-11,0
43,2015-12,20
43,2016-01,0
43,2016-02,0
43,2016-03,0
43,2016-04,0
43,2016-05,0
43,2016-06,0
43,2016-07,0
43,2016-08,20
43,2016-09,0
43,2016-10,0
43,2016-11,0
43,2016-12,40
43,2017-01,10
43,2017-02,0
43,2017-03,20
43,2017-04,0
43,2017-05,0
43,2017-06,20
43,2017-07,0
43,2017-08,10
43,2017-09,0
43,2017-10,0
43,2017-11,0
43,2017-12,30
43,2018-01,0
43,2018-02,0
43,2018-03,10
43,2018-04,20
43,2018-05,0
43,2018-06,0
43,2018-07,10
43,2018-08,0
43,2018-09,0
43,2018-10,20
43,2018-11,0
43,2018-12,20
43,2019-01,0
43,2019-02,0
43,2019-03,0
43,2019-04,0
43,2019-05,0
43,2019-06,0
43,2019-07,0
43,2019-08,0
43,2019-09,0
43,2019-10,0
44,2010-01,0
44,2010-02,0
44,2010-03,0
44,2010-04,20
44,2010-05,0
44,2010-06,0
44,2010-07,10
44,2010-08,0
44,2010-09,10
44,2010-10,10
44,2010-11,0
44,2010-12,20
44,2011-01,0
44,2011-02,0
44,2011-03,0
44,2011-04,0
44,2011-05,0
44,2011-06,0
44,2011-07,10
44,2011-08,0
44,2011-09,0
44,2011-10,10
44,2011-11,10
44,2011-12,40
44,2012-01,0
44,2012-02,30
44,2012-03,0
44,2012-04,10
44,2012-05,10
44,2012-06,0
44,2012-07,0
44,2012-08,0
44,2012-09,0
44,2012-10,10
44,2012-11,0
44,2012-12,20
44,2013-01,0
44,2013-02,0
44,2013-03,0
44,2013-04,0
44,2013-05,0
44,2013-06,0
44,2013-07,20
44,2013-08,0
44,2013-09,10
44,2013-10,0
44,2013-11,20
44,2013-12,10
44,2014-01,0
44,2014-02,0
44,2014-03,0
44,2014-04,0
44,2014-05,20
44,2014-06,0
44,2014-07,0
44,2014-08,0
44,2014-09,30
44,2014-10,0
44,2014-11,0
44,2014-12,20
44,2015-01,0
44,2015-02,0
44,2015-03,0
44,2015-04,20
44,2015-05,0
44,2015-06,0
44,2015-07,0
44,2015-08,0
44,2015-09,0
44,2015-10,0
44,2015-11,0
44,2015-12,20
44,2016-01,0
44,2016-02,0
44,2016-03,10
44,2016-04,0
44,2016-05,0
44,2016-06,0
44,2016-07,20
44,2016-08,20
44,2016-09,0
44,2016-10,0
44,2016-11,0
44,2016-12,20
44,2017-01,0
44,2017-02,20
44,2017-03,0
44,2017-04,0
44,2017-05,20
44,2017-06,0
44,2017-07,0
44,2017-08,0
44,2017-09,20
44,2017-10,0
44,2017-11,0
44,2017-12,10
44,2018-01,0
44,2018-02,0
44,2018-03,0
44,2018-04,0
44,2018-05,0
44,2018-06,0
44,2018-07,0
44,2018-08,0
44,2018-09,0
44,2018-10,0
44,2018-11,0
44,2018-12,30
44,2019-01,0
44,2019-02,10
44,2019-03,0
44,2019-04,0
44,2019-05,0
44,2019-06,20
44,2019-07,10
44,2019-08,0
44,2019-09,0
44,2019-10,0
45,2010-01,0
45,2010-02,20
45,2010-03,0
45,2010-04,0
45,2010-05,0
45,2010-06,0
45,2010-07,0
45,2010-08,0
45,2010-09,0
45,2010-10,0
45,2010-11,0
45,2010-12,50
45,2011-01,0
45,2011-02,0
45,2011-03,10
45,2011-04,0
45,2011-05,0
45,2011-06,20
45,2011-07,0
45,2011-08,0
45,2011-09,0
45,2011-10,0
45,2011-11,0
45,2011-12,30
45,2012-01,20
45,2012-02,0
45,2012-03,0
45,2012-04,0
45,2012-05,0
45,2012-06,0
45,2012-07,0
45,2012-08,0
45,2012-09,0
45,2012-10,0
45,2012-11,0
45,2012-12,20
45,2013-01,0
45,2013-02,0
45,2013-03,0
45,2013-04,0
45,2013-05,10
45,2013-06,20
45,2013-07,0
45,2013-08,0
45,2013-09,0
45,2013-10,20
45,2013-11,0
45,2013-12,40
45,2014-01,0
45,2014-02,0
45,2014-03,0
45,2014-04,0
45,2014-05,0
45,2014-06,20
45,2014-07,0
45,2014-08,10
45,2014-09,0
45,2014-10,0
45,2014-11,0
45,2014-12,30
45,2015-01,0
45,2015-02,0
45,2015-03,0
45,2015-04,0
45,2015-05,20
45,2015-06,0
45,2015-07,0
45,2015-08,20
45,2015-09,0
45,2015-10,0
45,2015-11,20
45,2015-12,20
45,2016-01,0
45,2016-02,0
45,2016-03,0
45,2016-04,0
45,2016-05,0
45,2016-06,20
45,2016-07,0
45,2016-08,0
45,2016-09,0
45,2016-10,0
45,2016-11,10
45,2016-12,30
45,2017-01,0
45,2017-02,30
45,2017-03,0
45,2017-04,0
45,2017-05,0
45,2017-06,20
45,2017-07,0
45,2017-08,20
45,2017-09,0
45,2017-10,0
45,2017-11,0
45,2017-12,20
45,2018-01,10
45,2018-02,0
45,2018-03,0
45,2018-04,0
45,2018-05,0
45,2018-06,20
45,2018-07,0
45,2018-08,0
45,2018-09,10
45,2018-10,0
45,2018-11,0
45,2018-12,40
45,2019-01,0
45,2019-02,0
45,2019-03,0
45,2019-04,0
45,2019-05,0
45,2019-06,0
45,2019-07,0
45,2019-08,30
45,2019-09,10
45,2019-10,0
46,2010-01,0
46,2010-02,0
46,2010-03,0
46,2010-04,0
46,2010-05,0
46,2010-06,0
46,2010-07,0
46,2010-08,0
46,2010-09,0
46,2010-10,0
46,2010-11,0
46,2010-12,20
46,2011-01,0
46,2011-02,0
46,2011-03,0
46,2011-04,10
46,2011-05,20
46,2011-06,0
46,2011-07,20
46,2011-08,0
46,2011-09,20
46,2011-10,10
46,2011-11,0
46,2011-12,20
46,2012-01,0
46,2012-02,0
46,2012-03,20
46,2012-04,0
46,2012-05,0
46,2012-06,10
46,2012-07,0
46,2012-08,0
46,2012-09,0
46,2012-10,20
46,2012-11,0
46,2012-12,30
46,2013-01,0
46,2013-02,0
46,2013-03,30
46,2013-04,0
46,2013-05,20
46,2013-06,20
46,2013-07,0
46,2013-08,0
46,2013-09,0
46,2013-10,10
46,2013-11,0
46,2013-12,20
46,2014-01,0
46,2014-02,10
46,2014-03,20
46,2014-04,0
46,2014-05,10
46,2014-06,0
46,2014-07,0
46,2014-08,20
46,2014-09,10
46,2014-10,20
46,2014-11,0
46,2014-12,30
46,2015-01,0
46,2015-02,0
46,2015-03,0
46,2015-04,0
46,2015-05,0
46,2015-06,0
46,2015-07,0
46,2015-08,0
46,2015-09,0
46,2015-10,0
46,2015-11,0
46,2015-12,20
46,2016-01,0
46,2016-02,10
46,2016-03,0
46,2016-04,0
46,2016-05,20
46,2016-06,0
46,2016-07,20
46,2016-08,0
46,2016-09,0
46,2016-10,0
46,2016-11,10
46,2016-12,20
46,2017-01,0
46,2017-02,0
46,2017-03,20
46,2017-04,0
46,2017-05,0
46,2017-06,0
46,2017-07,0
46,2017-08,10
46,2017-09,10
46,2017-10,20
46,2017-11,0
46,2017-12,30
46,2018-01,0
46,2018-02,10
46,2018-03,0
46,2018-04,0
46,2018-05,10
46,2018-06,0
46,2018-07,0
46,2018-08,0
46,2018-09,0
46,2018-10,0
46,2018-11,0
46,2018-12,20
46,2019-01,10
46,2019-02,0
46,2019-03,0
46,2019-04,0
46,2019-05,0
46,2019-06,0
46,2019-07,20
46,2019-08,0
46,2019-09,0
46,2019-10,0
47,2010-01,10
47,2010-02,0
47,2010-03,0
47,2010-04,0
47,2010-05,0
47,2010-06,0
47,2010-07,0
47,2010-08,0
47,2010-09,0
47,2010-10,20
47,2010-11,0
47,2010-12,30
47,2011-01,0
47,2011-02,0
47,2011-03,0
47,2011-04,0
47,2011-05,0
47,2011-06,0
47,2011-07,0
47,2011-08,0
47,2011-09,0
47,2011-10,0
47,2011-11,0
47,2011-12,30
47,2012-01,0
47,2012-02,0
47,2012-03,0
47,2012-04,0
47,2012-05,0
47,2012-06,0
47,2012-07,0
47,2012-08,0
47,2012-09,20
47,2012-10,0
47,2012-11,0
47,2012-12,10
47,2013-01,0
47,2013-02,10
47,2013-03,0
47,2013-04,20
47,2013-05,0
47,2013-06,0
47,2013-07,20
47,2013-08,0
47,2013-09,0
47,2013-10,0
47,2013-11,0
47,2013-12,10
47,2014-01,0
47,2014-02,0
47,2014-03,0
47,2014-04,0
47,2014-05,10
47,2014-06,0
47,2014-07,0
47,2014-08,0
47,2014-09,0
47,2014-10,0
47,2014-11,10
47,2014-12,20
47,2015-01,0
47,2015-02,10
47,2015-03,0
47,2015-04,0
47,2015-05,0
47,2015-06,0
47,2015-07,10
47,2015-08,0
47,2015-09,30
47,2015-10,0
47,2015-11,10
47,2015-12,20
47,2016-01,20
47,2016-02,10
47,2016-03,0
47,2016-04,20
47,2016-05,0
47,2016-06,10
47,2016-07,0
47,2016-08,10
47,2016-09,0
47,2016-10,0
47,2016-11,0
47,2016-12,20
47,2017-01,0
47,2017-02,10
47,2017-03,0
47,2017-04,0
47,2017-05,0
47,2017-06,10
47,2017-07,0
47,2017-08,0
47,2017-09,0
47,2017-10,20
47,2017-11,10
47,2017-12,10
47,2018-01,0
47,2018-02,0
47,2018-03,20
47,2018-04,10
47,2018-05,0
47,2018-06,0
47,2018-07,0
47,2018-08,0
47,2018-09,0
47,2018-10,0
47,2018-11,0
47,2018-12,20
47,2019-01,20
47,2019-02,0
47,2019-03,20
47,2019-04,0
47,2019-05,0
47,2019-06,20
47,2019-07,0
47,2019-08,0
47,2019-09,0
47,2019-10,0
48,2010-01,0
48,2010-02,0
48,2010-03,0
48,2010-04,0
48,2010-05,10
48,2010-06,10
48,2010-07,0
48,2010-08,10
48,2010-09,0
48,2010-10,0
48,2010-11,0
48,2010-12,30
48,2011-01,10
48,2011-02,10
48,2011-03,20
48,2011-04,0
48,2011-05,0
48,2011-06,0
48,2011-07,0
48,2011-08,10
48,2011-09,0
48,2011-10,0
48,2011-11,0
48,2011-12,30
48,2012-01,0
48,2012-02,0
48,2012-03,0
48,2012-04,0
48,2012-05,20
48,2012-06,10
48,2012-07,10
48,2012-08,20
48,2012-09,0
48,2012-10,0
48,2012-11,0
48,2012-12,10
48,2013-01,0
48,2013-02,0
48,2013-03,20
48,2013-04,20
48,2013-05,20
48,2013-06,0
48,2013-07,0
48,2013-08,20
48,2013-09,0
48,2013-10,0
48,2013-11,0
48,2013-12,20
48,2014-01,0
48,2014-02,0
48,2014-03,0
48,2014-04,0
48,2014-05,10
48,2014-06,10
48,2014-07,0
48,2014-08,10
48,2014-09,10
48,2014-10,20
48,2014-11,10
48,2014-12,60
48,2015-01,0
48,2015-02,0
48,2015-03,0
48,2015-04,0
48,2015-05,0
48,2015-06,0
48,2015-07,0
48,2015-08,0
48,2015-09,10
48,2015-10,0
48,2015-11,0
48,2015-12,10
48,2016-01,20
48,2016-02,10
48,2016-03,10
48,2016-04,0
48,2016-05,0
48,2016-06,0
48,2016-07,10
48,2016-08,20
48,2016-09,0
48,2016-10,0
48,2016-11,0
48,2016-12,20
48,2017-01,10
48,2017-02,0
48,2017-03,20
48,2017-04,0
48,2017-05,0
48,2017-06,0
48,2017-07,0
48,2017-08,10
48,2017-09,0
48,2017-10,0
48,2017-11,0
48,2017-12,20
48,2018-01,0
48,2018-02,0
48,2018-03,20
48,2018-04,10
48,2018-05,10
48,2018-06,0
48,2018-07,0
48,2018-08,0
48,2018-09,0
48,2018-10,0
48,2018-11,0
48,2018-12,30
48,2019-01,0
48,2019-02,0
48,2019-03,0
48,2019-04,0
48,2019-05,10
48,2019-06,0
48,2019-07,20
48,2019-08,10
48,2019-09,0
48,2019-10,0
49,2010-01,0
49,2010-02,10
49,2010-03,0
49,2010-04,0
49,2010-05,0
49,2010-06,20
49,2010-07,0
49,2010-08,0
49,2010-09,0
49,2010-10,0
49,2010-11,0
49,2010-12,20
49,2011-01,0
49,2011-02,20
49,2011-03,0
49,2011-04,0
49,2011-05,0
49,2011-06,0
49,2011-07,0
49,2011-08,0
49,2011-09,10
49,2011-10,0
49,2011-11,0
49,2011-12,30
49,2012-01,0
49,2012-02,0
49,2012-03,0
49,2012-04,10
49,2012-05,0
49,2012-06,10
49,2012-07,0
49,2012-08,0
49,2012-09,10
49,2012-10,0
49,2012-11,0
49,2012-12,30
49,2013-01,0
49,2013-02,0
49,2013-03,0
49,2013-04,0
49,2013-05,20
49,2013-06,0
49,2013-07,0
49,2013-08,0
49,2013-09,0
49,2013-10,0
49,2013-11,0
49,2013-12,20
49,2014-01,0
49,2014-02,0
49,2014-03,0
49,2014-04,0
49,2014-05,0
49,2014-06,0
49,2014-07,0
49,2014-08,20
49,2014-09,0
49,2014-10,10
49,2014-11,20
49,2014-12,40
49,2015-01,0
49,2015-02,0
49,2015-03,0
49,2015-04,0
49,2015-05,0
49,2015-06,0
49,2015-07,0
49,2015-08,0
49,2015-09,0
49,2015-10,0
49,2015-11,0
49,2015-12,20
49,2016-01,0
49,2016-02,10
49,2016-03,10
49,2016-04,0
49,2016-05,0
49,2016-06,20
49,2016-07,0
49,2016-08,0
49,2016-09,0
49,2016-10,0
49,2016-11,10
49,2016-12,20
49,2017-01,20
49,2017-02,0
49,2017-03,0
49,2017-04,0
49,2017-05,0
49,2017-06,0
49,2017-07,20
49,2017-08,0
49,2017-09,20
49,2017-10,0
49,2017-11,0
49,2017-12,40
49,2018-01,20
49,2018-02,0
49,2018-03,20
49,2018-04,10
49,2018-05,0
49,2018-06,0
49,2018-07,0
49,2018-08,20
49,2018-09,0
49,2018-10,0
49,2018-11,0
49,2018-12,30
49,2019-01,0
49,2019-02,0
49,2019-03,0
49,2019-04,30
49,2019-05,10
49,2019-06,0
49,2019-07,0
49,2019-08,20
49,2019-09,0
49,2019-10,0
50,2010-01,0
50,2010-02,0
50,2010-03,0
50,2010-04,10
50,2010-05,0
50,2010-06,0
50,2010-07,0
50,2010-08,0
50,2010-09,0
50,2010-10,0
50,2010-11,20
50,2010-12,20
50,2011-01,20
50,2011-02,0
50,2011-03,0
50,2011-04,0
50,2011-05,10
50,2011-06,0
50,2011-07,10
50,2011-08,0
50,2011-09,0
50,2011-10,0
50,2011-11,30
50,2011-12,10
50,2012-01,0
50,2012-02,0
50,2012-03,10
50,2012-04,20
50,2012-05,0
50,2012-06,0
50,2012-07,0
50,2012-08,0
50,2012-09,0
50,2012-10,20
50,2012-11,0
50,2012-12,10
50,2013-01,0
50,2013-02,0
50,2013-03,0
50,2013-04,0
50,2013-05,0
50,2013-06,20
50,2013-07,0
50,2013-08,0
50,2013-09,0
50,2013-10,0
50,2013-11,0
50,2013-12,20
50,2014-01,0
50,2014-02,0
50,2014-03,0
50,2014-04,0
50,2014-05,10
50,2014-06,10
50,2014-07,0
50,2014-08,0
50,2014-09,0
50,2014-10,0
50,2014-11,0
50,2014-12,20
50,2015-01,0
50,2015-02,0
50,2015-03,0
50,2015-04,0
50,2015-05,0
50,2015-06,0
50,2015-07,10
50,2015-08,0
50,2015-09,10
50,2015-10,0
50,2015-11,0
50,2015-12,10
50,2016-01,0
50,2016-02,10
50,2016-03,0
50,2016-04,0
50,2016-05,0
50,2016-06,0
50,2016-07,0
50,2016-08,0
50,2016-09,0
50,2016-10,20
50,2016-11,20
50,2016-12,20
50,2017-01,0
50,2017-02,0
50,2017-03,0
50,2017-04,0
50,2017-05,0
50,2017-06,0
50,2017-07,10
50,2017-08,0
50,2017-09,0
50,2017-10,0
50,2017-11,10
50,2017-12,30
50,2018-01,0
50,2018-02,0
50,2018-03,0
50,2018-04,0
50,2018-05,0
50,2018-06,0
50,2018-07,0
50,2018-08,0
50,2018-09,0
50,2018-10,0
50,2018-11,0
50,2018-12,20
50,2019-01,10
50,2019-02,0
50,2019-03,0
50,2019-04,0
50,2019-05,0
50,2019-06,0
50,2019-07,10
50,2019-08,0
50,2019-09,0
50,2019-10,10
51,2010-01,0
51,2010-02,20
51,2010-03,0
51,2010-04,0
51,2010-05,0
51,2010-06,0
51,2010-07,10
51,2010-08,0
51,2010-09,0
51,2010-10,0
51,2010-11,0
51,2010-12,30
51,2011-01,0
51,2011-02,0
51,2011-03,0
51,2011-04,20
51,2011-05,0
51,2011-06,0
51,2011-07,0
51,2011-08,0
51,2011-09,0
51,2011-10,10
51,2011-11,0
51,2011-12,30
51,2012-01,0
51,2012-02,0
51,2012-03,0
51,2012-04,0
51,2012-05,10
51,2012-06,0
51,2012-07,0
51,2012-08,0
51,2012-09,10
51,2012-10,0
51,2012-11,20
51,2012-12,50
51,2013-01,0
51,2013-02,0
51,2013-03,0
51,2013-04,0
51,2013-05,0
51,2013-06,0
51,2013-07,10
51,2013-08,0
51,2013-09,0
51,2013-10,20
51,2013-11,0
51,2013-12,20
51,2014-01,10
51,2014-02,0
51,2014-03,0
51,2014-04,10
51,2014-05,0
51,2014-06,0
51,2014-07,0
51,2014-08,0
51,2014-09,0
51,2014-10,0
51,2014-11,0
51,2014-12,30
51,2015-01,0
51,2015-02,0
51,2015-03,0
51,2015-04,0
51,2015-05,10
51,2015-06,0
51,2015-07,0
51,2015-08,0
51,2015-09,0
51,2015-10,0
51,2015-11,10
51,2015-12,30
51,2016-01,0
51,2016-02,0
51,2016-03,0
51,2016-04,0
51,2016-05,0
51,2016-06,0
51,2016-07,10
51,2016-08,10
51,2016-09,0
51,2016-10,20
51,2016-11,10
51,2016-12,20
51,2017-01,10
51,2017-02,0
51,2017-03,0
51,2017-04,0
51,2017-05,0
51,2017-06,0
51,2017-07,0
51,2017-08,0
51,2017-09,10
51,2017-10,0
51,2017-11,0
51,2017-12,50
51,2018-01,0
51,2018-02,0
51,2018-03,0
51,2018-04,0
51,2018-05,0
51,2018-06,0
51,2018-07,0
51,2018-08,0
51,2018-09,0
51,2018-10,20
51,2018-11,0
51,2018-12,10
51,2019-01,0
51,2019-02,10
51,2019-03,0
51,2019-04,0
51,2019-05,0
51,2019-06,0
51,2019-07,0
51,2019-08,0
51,2019-09,0
51,2019-10,0
52,2010-01,0
52,2010-02,0
52,2010-03,0
52,2010-04,0
52,2010-05,0
52,2010-06,0
52,2010-07,0
52,2010-08,0
52,2010-09,0
52,2010-10,0
52,2010-11,0
52,2010-12,10
52,2011-01,0
52,2011-02,0
52,2011-03,0
52,2011-04,0
52,2011-05,0
52,2011-06,0
52,2011-07,0
52,2011-08,0
52,2011-09,0
52,2011-10,20
52,2011-11,0
52,2011-12,30
52,2012-01,0
52,2012-02,20
52,2012-03,0
52,2012-04,0
52,2012-05,0
52,2012-06,0
52,2012-07,10
52,2012-08,0
52,2012-09,0
52,2012-10,20
52,2012-11,20
52,2012-12,0
52,2013-01,10
52,2013-02,0
52,2013-03,0
52,2013-04,10
52,2013-05,0
52,2013-06,0
52,2013-07,20
52,2013-08,10
52,2013-09,0
52,2013-10,0
52,2013-11,10
52,2013-12,30
52,2014-01,0
52,2014-02,0
52,2014-03,0
52,2014-04,0
52,2014-05,0
52,2014-06,0
52,2014-07,0
52,2014-08,0
52,2014-09,20
52,2014-10,0
52,2014-11,20
52,2014-12,30
52,2015-01,0
52,2015-02,0
52,2015-03,0
52,2015-04,0
52,2015-05,0
52,2015-06,0
52,2015-07,0
52,2015-08,20
52,2015-09,0
52,2015-10,0
52,2015-11,20
52,2015-12,10
52,2016-01,0
52,2016-02,20
52,2016-03,10
52,2016-04,0
52,2016-05,0
52,2016-06,0
52,2016-07,0
52,2016-08,0
52,2016-09,0
52,2016-10,0
52,2016-11,0
52,2016-12,10
52,2017-01,10
52,2017-02,0
52,2017-03,0
52,2017-04,20
52,2017-05,20
52,2017-06,10
52,2017-07,10
52,2017-08,20
52,2017-09,0
52,2017-10,20
52,2017-11,20
52,2017-12,40
52,2018-01,0
52,2018-02,0
52,2018-03,10
52,2018-04,10
52,2018-05,0
52,2018-06,0
52,2018-07,0
52,2018-08,20
52,2018-09,0
52,2018-10,0
52,2018-11,0
52,2018-12,30
52,2019-01,0
52,2019-02,0
52,2019-03,0
52,2019-04,0
52,2019-05,0
52,2019-06,0
52,2019-07,0
52,2019-08,0
52,2019-09,0
52,2019-10,20
53,2010-01,20
53,2010-02,0
53,2010-03,0
53,2010-04,0
53,2010-05,10
53,2010-06,0
53,2010-07,0
53,2010-08,0
53,2010-09,0
53,2010-10,0
53,2010-11,0
53,2010-12,30
53,2011-01,0
53,2011-02,0
53,2011-03,0
53,2011-04,20
53,2011-05,0
53,2011-06,0
53,2011-07,0
53,2011-08,0
53,2011-09,0
53,2011-10,0
53,2011-11,0
53,2011-12,50
53,2012-01,0
53,2012-02,0
53,2012-03,0
53,2012-04,0
53,2012-05,0
53,2012-06,20
53,2012-07,10
53,2012-08,0
53,2012-09,0
53,2012-10,0
53,2012-11,0
53,2012-12,30
53,2013-01,10
53,2013-02,0
53,2013-03,0
53,2013-04,0
53,2013-05,0
53,2013-06,0
53,2013-07,20
53,2013-08,0
53,2013-09,10
53,2013-10,0
53,2013-11,0
53,2013-12,30
53,2014-01,0
53,2014-02,0
53,2014-03,0
53,2014-04,0
53,2014-05,0
53,2014-06,20
53,2014-07,0
53,2014-08,0
53,2014-09,0
53,2014-10,0
53,2014-11,20
53,2014-12,20
53,2015-01,0
53,2015-02,0
53,2015-03,20
53,2015-04,0
53,2015-05,0
53,2015-06,0
53,2015-07,0
53,2015-08,20
53,2015-09,0
53,2015-10,0
53,2015-11,10
53,2015-12,10
53,2016-01,0
53,2016-02,0
53,2016-03,20
53,2016-04,0
53,2016-05,0
53,2016-06,0
53,2016-07,0
53,2016-08,0
53,2016-09,0
53,2016-10,10
53,2016-11,0
53,2016-12,0
53,2017-01,0
